10325.34,50846.03
35903.60,37050.81
19935.10,61333.15
54682.90,42874.38
36419.55,58760.54
58688.16,59607.41
17730.72,56131.70
23495.16,45438.84
16680.39,53571.62
30783.09,61002.51
56813.57,35697.36
38001.03,44522.12
30868.57,45602.14
4770.30,54722.59
60721.92,49414.92
51601.19,49349.59
44743.97,46293.71
26783.65,56977.79
10595.53,60619.72
36164.86,50580.10
